Ingr,Match,Score
chuck steak,steak teriyaki,0.4999999999999999
d'Anjou pears,"pears, baby food, strained",0.2886751345948129
pork and veal,pork and beans,0.6666666666666667
nigella seeds,mixed seeds,0.4999999999999999
great Northern white beans,"white beans, nfs",0.5773502691896258
Italian cherry chile pepper,"cobbler, cherry",0.35355339059327373
biscuit sticks,"biscuit, cheese",0.4999999999999999
Mexican cocoa,"cocoa powder, not reconstituted",0.35355339059327373
Curry powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
spicy sausage,pickled sausage,0.4999999999999999
jumbo asparagus,"asparagus, raw",0.4999999999999999
olive tapenade,olive tapenade,0.9999999999999998
pineapple-flavored,"martini, flavored",0.4999999999999999
garlic juice,"fruit juice blend, 100% juice",0.5345224838248487
single cream,"cream, heavy",0.4999999999999999
egg substitute product,"egg, deviled",0.40824829046386296
Red Delicious apple,"crisp, apple, apple dessert",0.47140452079103173
pizza dough,dessert pizza,0.4999999999999999
waffle-cut fries,"waffle, cinnamon",0.40824829046386296
Asian-style breadcrumbs,"meatballs, puerto rican style",0.2886751345948129
curry,chicken curry,0.7071067811865475
coffee crystals,"coffee, macchiato",0.4999999999999999
greens included,"mustard greens, raw",0.40824829046386296
baby tomatoes,"macaroni, tomatoes, and beef, baby food, strained",0.5345224838248487
Hawaiian chile peppers,"peppers, pickled",0.40824829046386296
soy milk,soy milk,0.9999999999999998
apple pie spice mix,"pie, apple, fried pie",0.6123724356957946
English mustard powder,mustard,0.5773502691896258
marinara (not arrabiata) sauce,"turkey with barbecue sauce, skin not eaten",0.3779644730092272
Ruby Red grapefruit,"grapefruit, canned",0.40824829046386296
vanilla instant pudding mix,"cherry vanilla pudding, baby food, strained",0.4082482904638631
pecorino Romano cheese,"cheese, processed cheese food",0.47140452079103173
Fish batter,"cake batter, raw, chocolate",0.35355339059327373
bran cereal flakes,"cereal, bran flakes",1.0000000000000002
baking apple,"crisp, apple, apple dessert",0.5773502691896258
corn syrup,corn syrup,0.9999999999999998
from Slow-Cooker Barbecue Brisket,"lentils, from canned",0.2581988897471611
red chili paste,wasabi paste,0.40824829046386296
raspberry flavored alcohol,"martini, flavored",0.40824829046386296
snapper fillet,"vegetarian, fillet",0.4999999999999999
whole-grain gluten-free flour blend,"pasta, gluten free",0.47140452079103173
Pastry pie dough,"pie, apricot, fried pie",0.47140452079103173
pita rounds,"bread, pita",0.4999999999999999
bread or cake crumbs,"coffee cake, crumb or quick-bread type",0.5669467095138409
vegetable penne pasta,"pasta, vegetable, cooked",0.6666666666666667
Italian tuna in oil,"tuna, canned, oil pack",0.5
MOGridder's Barbecue Sauce,reese's sticks,0.2886751345948129
Baby arugula,"lettuce, arugula, raw",0.40824829046386296
avocado slices,"avocado, raw",0.4999999999999999
Butterscotch filling,apple pie filling,0.40824829046386296
banyuls vinegar,vinegar,0.7071067811865475
turnip,"turnip, raw",0.7071067811865475
enoki mushrooms,"mushrooms, raw",0.4999999999999999
champagne flute,champagne punch,0.4999999999999999
a vegetable peeler,vegetable smoothie,0.40824829046386296
pepper strips,pepper steak,0.4999999999999999
cornmeal mix,"snack mix, plain (chex mix)",0.5345224838248487
cola,brandy and cola,0.5773502691896258
chocolate fudge topping,"fudge, chocolate",0.8164965809277259
Pecorino-Romano cheese,"cheese, processed cheese food",0.47140452079103173
mango spears,mango nectar,0.4999999999999999
country white boule,"bread, white",0.40824829046386296
soy or corn oil,corn oil,0.7071067811865475
Hot Couple sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
dill pickle brine,"relish, pickle",0.40824829046386296
yufka dough,"bread, sour dough",0.40824829046386296
big lima beans,"lima beans, nfs",0.6666666666666667
Smucker's® Caramel Spoonable Ice Cream,reese's sticks,0.23570226039551587
vinaigrette base,vanilla wafer dessert base,0.35355339059327373
champagne vinegar,vinegar,0.7071067811865475
lump crabmeat,"sugar, white, granulated or lump",0.31622776601683794
cinnamon sugar blend,"sugar, cinnamon",0.8164965809277259
beef or chicken stock,turkey or chicken and beef sausage,0.6123724356957946
Turkish apricots,"apricots, baby food, strained",0.35355339059327373
liquid creamer,"coffee creamer, liquid",0.8164965809277259
feta cheese crumbles,"cheese, feta",0.8164965809277259
broccoli rabe,fried broccoli,0.4999999999999999
Chocolate candy bar pieces,ice cream candy bar,0.5
smoked salmon,"salmon, smoked",0.9999999999999998
Grana Padano cheese,"cheese, processed cheese food",0.47140452079103173
Rice and salsa,"salsa verde or salsa, green",0.4364357804719848
from about 6 limes,"lentils, from canned",0.2886751345948129
King crab meat,macaroni or pasta salad with crab meat,0.4364357804719848
pasilla chile peppers,"peppers, pickled",0.40824829046386296
Grapefruit and orange zest,"orange, raw",0.35355339059327373
round pita,"bread, pita",0.4999999999999999
au jus mix,"snack mix, plain (chex mix)",0.4364357804719848
kiwi fruits,"kiwi fruit, raw",0.40824829046386296
soy burger patty,"vegetarian burger or patty, meatless, no bun",0.4364357804719848
Angel hair pasta,flavored pasta,0.40824829046386296
Yukon gold fingerling potatoes,stewed potatoes,0.35355339059327373
Cranberry sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
Mama's Salsa,reese's sticks,0.33333333333333337
Bean sprouts,"sprouts, nfs",0.4999999999999999
slider buns,cheeseburger slider,0.4999999999999999
loaf sourdough bread,"bread, potato",0.40824829046386296
penne rigate pasta,flavored pasta,0.40824829046386296
orange peel twists,"orange, raw",0.40824829046386296
habanero chiles,"chiles rellenos, cheese-filled",0.35355339059327373
pork cushion meat,meat loaf made with beef and pork,0.4364357804719848
Za'atar herb blend,"cheese, mexican blend",0.2886751345948129
asparagus tips,"asparagus, raw",0.4999999999999999
half-n-half,"cream, half and half",0.7302967433402214
black and raspberry vinegar,vinegar,0.5
spring onions,"onions, raw",0.4999999999999999
Italian turkey sausages,"turkey, ground",0.40824829046386296
Hellmann's/Best Foods Dijonnaise,reese's sticks,0.2581988897471611
from about 6 large limes,"cheeseburger, from fast food, 1 large patty",0.33806170189140655
tri-colored potatoes,stewed potatoes,0.40824829046386296
Uncle Bubba's Fry Mix,reese's sticks,0.2581988897471611
yellow-fin,"summer squash, yellow, raw",0.35355339059327373
wild fennel pollen,"fennel bulb, raw",0.33333333333333337
northern or cannellini beans,taco or tostada with beans,0.4472135954999579
Tony's Creole seasoning,reese's sticks,0.2886751345948129
orange bell peppers,"orange, raw",0.40824829046386296
treacle syrup,blueberry syrup,0.4999999999999999
walnuts in syrup,"orange, canned, in syrup",0.5773502691896258
bread loaf,"bread, potato",0.4999999999999999
pig tails,"wild pig, smoked",0.40824829046386296
California red wine,"wine, table, red",0.6666666666666667
tri-color rotini pasta,flavored pasta,0.35355339059327373
storebought puff pastry sheets,"pastry, puff",0.7071067811865475
from Turkey Meatball and Spicy Tomato Sauce,topping from meat and vegetable pizza,0.3086066999241838
passion puree,passion fruit nectar,0.40824829046386296
Gala or Golden Delicious apple,"turnover or dumpling, apple",0.4472135954999579
Grape leaves,"taro leaves, cooked",0.40824829046386296
Pickle juice,"fruit juice blend, 100% juice",0.5345224838248487
roasted potato wedges,"potato, roasted, nfs",0.6666666666666667
palm sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
baked potato chips,"potato chips, baked, flavored",0.8660254037844387
Chef Anne's All-Purpose Marinara Sauce,reese's sticks,0.2182178902359924
pork or turkey sausage,turkey or chicken and pork sausage,0.8164965809277261
potato tots,"potato tots, school",0.8164965809277259
country-style Italian loaf,"meat loaf, puerto rican style",0.4472135954999579
rock shrimp,shrimp scampi,0.4999999999999999
New York strip steak,steak teriyaki,0.35355339059327373
top round rump roast,roast beef sandwich,0.2886751345948129
chocolate dollar pancakes,"pancakes, with chocolate",0.6666666666666667
butter biscuit mix,"snack mix, plain (chex mix)",0.4364357804719848
medium shell pasta,flavored pasta,0.40824829046386296
Belgium beer,beer,0.7071067811865475
lemon pudding,"pudding, rice",0.4999999999999999
melon medley,"bitter melon, cooked",0.40824829046386296
frozen pie crust,"pie, pear, two crust",0.5773502691896258
pure rum extract,rum,0.5773502691896258
chicken andouille sausage,turkey or chicken sausage,0.5773502691896258
torpedo sandwich rolls,pastrami sandwich,0.40824829046386296
bologna,"bologna, nfs",0.7071067811865475
big beefsteak tomatoes,"tomatoes, scalloped",0.40824829046386296
curry powder,chicken curry,0.4999999999999999
Peanut butter filling,"cookie, with peanut butter filling, chocolate-coated",0.4364357804719848
buttermilk pancake mix,"snack mix, plain (chex mix)",0.4364357804719848
fajita seasoning mix,"snack mix, plain (chex mix)",0.4364357804719848
caramel extract,"popcorn, caramel coated",0.40824829046386296
papaya nectar,papaya nectar,0.9999999999999998
chicken fryer,"chicken, chicken roll, roasted",0.5773502691896258
liquid green food coloring,"beans, green string, baby food, strained",0.4082482904638631
Canola spray,"egg, whole, fried with cooking spray",0.2886751345948129
Stilton cheese,"cheese, processed cheese food",0.5773502691896258
blueberry-flavored vodka,vodka,0.5773502691896258
peaches in juice,"fruit juice blend, 100% juice",0.4364357804719848
phyllo pastry,"pastry, puff",0.4999999999999999
double pie crust mix,"pie, pear, two crust",0.5
Bengali five spice blend,"cheese, mexican blend",0.2886751345948129
soy or,pork or ham with soy-based sauce,0.5345224838248487
Cinnamon and Sugar,"ham and cheese sandwich, with lettuce and spread",0.3651483716701107
Applewood-smoked bacon,"pork bacon, smoked or cured, cooked",0.47140452079103173
pickles,"pickles, sweet",0.7071067811865475
buffalo bottom round roast,buffalo sauce,0.35355339059327373
pizza dough mix,"snack mix, plain (chex mix)",0.4364357804719848
veal glace,veal marsala,0.4999999999999999
sauerkraut brine,sauerkraut,0.7071067811865475
asadero,queso asadero,0.7071067811865475
Asian chili-garlic paste,wasabi paste,0.35355339059327373
"Crusty, chewy bread","bread, potato",0.40824829046386296
linguica sausages,"vienna sausages stewed with potatoes, puerto rican style",0.24999999999999994
chow mein noodles,"noodles, chow mein",1.0000000000000002
veal chop,"veal chop, broiled, lean only eaten",0.5773502691896258
chocolate liqueur,"fudge, chocolate, chocolate-coated",0.5773502691896258
Braeburn apple,"crisp, apple, apple dessert",0.5773502691896258
Sourdough bread,"bread, potato",0.4999999999999999
Himalayan pink salt,"salt pork, cooked",0.33333333333333337
Italian hot sausage links,pork sausage rice links,0.5
verjuice vinaigrette,"tortellini, cheese-filled, meatless, with vinaigrette dressing",0.26726124191242434
banana Schnapps,banana split,0.4999999999999999
blackcurrant liqueur,liqueur with cream,0.40824829046386296
chicken drummers,"chicken, chicken roll, roasted",0.5773502691896258
celery from the heart,"celery, raw",0.35355339059327373
from 2 large sprigs,"double hamburger, from fast food, 2 large patties",0.5303300858899106
flax seed meal,flax seeds,0.40824829046386296
cream cheese,"cream cheese, light",0.8164965809277259
julienne carrot,"muffin, carrot",0.4999999999999999
leg of lamb,"lamb hocks, cooked",0.33333333333333337
pumpkin spice liqueur,"pie, pumpkin",0.40824829046386296
Heirloom baby tomatoes,"macaroni, tomatoes, and beef, baby food, strained",0.4364357804719848
cherry pepper relish,"relish, pickle",0.40824829046386296
scrapple,"scrapple, cooked",0.7071067811865475
Sesame buns,yam buns; puerto rican style,0.31622776601683794
kosher salt/ pepper blend,pepper steak,0.35355339059327373
Orange liqueur,liqueur with cream,0.40824829046386296
espresso,"coffee, espresso",0.7071067811865475
Chinese black tea,"tea, hot, leaf, black",0.5773502691896258
"loaf of good, crusty bread","bread, potato",0.31622776601683794
chocolate wafer cookie crumbs,"cookie, chocolate wafer",0.8660254037844387
sole or haddock fillets,"haddock, steamed or poached",0.5
all-purpose flour blend,"tortilla, flour",0.35355339059327373
sirloin tip,"sirloin beef, with gravy, potatoes, vegetable, frozen meal",0.24999999999999994
sirloin steaks,"sirloin beef, with gravy, potatoes, vegetable, frozen meal",0.24999999999999994
Grape jelly,"jelly sandwich, regular jelly, nfs",0.5345224838248487
cured and smoked country ham,"ham, smoked or cured, canned, lean and fat eaten",0.5962847939999439
celery tops,"celery, raw",0.4999999999999999
whole wheat French baguette,"bagel, whole wheat",0.5773502691896258
Earl Grey tea leaves,"tea, hot, hibiscus",0.2886751345948129
mussels in shell,"mussels, raw",0.40824829046386296
jalapeno chili,tomato chili sauce,0.40824829046386296
round rolls,pizza rolls,0.4999999999999999
ricotta cheese,"cheese, ricotta",0.9999999999999998
Herbes de Provence,"salsa, pico de gallo",0.2886751345948129
Bavarian ham,ham stroganoff,0.4999999999999999
strawberry nectar,pear nectar,0.4999999999999999
Point Reyes blue cheese,"cheese, blue or roquefort",0.5
stale white bread,"bread, white",0.8164965809277259
root yam,"lotus root, cooked",0.40824829046386296
milk chocolate cake,"cake, sponge, chocolate",0.6666666666666667
pink and blue swirl lollipops,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
turnip greens,"turnip greens, fresh, cooked, fat added",0.5773502691896258
peach extract,"cobbler, peach",0.4999999999999999
anocho chiles,"chiles rellenos, cheese-filled",0.35355339059327373
jumbo oysters,"oysters, raw",0.4999999999999999
whole-wheat bread crumbs,"bread, whole wheat",0.8660254037844387
corn starch,corn oil,0.4999999999999999
pickle slices,"relish, pickle",0.4999999999999999
chocolate cake layers,"cake, sponge, chocolate",0.6666666666666667
goat's milk,"goat's milk, whole",0.8660254037844387
aged goat's or sheep's milk cheese,"goat's milk, whole",0.6324555320336759
crisped rice cereal,"cereal, rice flakes",0.6666666666666667
Pepperidge Farm puff pastry,"pastry, puff",0.7071067811865475
baby asparagus,baby ruth,0.4999999999999999
rye bread crumbs,"bread, rye",0.8164965809277259
Atlantic Blue crabs,"crabs in tomato-based sauce, puerto rican style",0.20412414523193148
Mexican pilsner-style beer,beer,0.5
dry gin,gin,0.7071067811865475
brandied hard sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
Fresno peppers,"peppers, pickled",0.4999999999999999
cavatappi pasta,flavored pasta,0.4999999999999999
Lime tortilla chips,"tortilla chips, flavored",0.6666666666666667
7/11 Ground Tomatoes,cereal (kashi 7 whole grain puffs),0.20412414523193154
pizza blend cheese,"cheese, mexican blend",0.6666666666666667
phyllo dough,"bread, sour dough",0.40824829046386296
channa dal,channa saag,0.4999999999999999
almond brickle bits,almond butter,0.40824829046386296
plum-style tomatoes,"tomatoes, scalloped",0.40824829046386296
pork butt,pork sausage,0.4999999999999999
Serrano peppers,"peppers, pickled",0.4999999999999999
truffle accompaniments,3 musketeers truffle crisp bar,0.31622776601683794
Blue cheese dip,cheese dip,0.8164965809277259
Italian wine,"wine, light",0.4999999999999999
Thai seasoning,puerto rican seasoning with ham,0.31622776601683794
cheese rind,"cheese, processed cheese food",0.5773502691896258
Candy fruit slices,"fruit, pickled",0.40824829046386296
canellini beans,"beans, nfs",0.4999999999999999
clove powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
cheese sauce,cheese sauce,0.9999999999999998
English toffee candy,date candy,0.40824829046386296
from marinated,"lentils, from canned",0.40824829046386296
kale pulp,"kale, raw",0.4999999999999999
vegetable or chicken broth,"chicken or turkey broth, bouillon, or consomme",0.6666666666666666
peaches in syrup,"orange, canned, in syrup",0.5773502691896258
acacia honey,honey,0.7071067811865475
naan breads,"naan, indian flatbread",0.40824829046386296
pork loin,"pork roast, loin, cooked, lean only eaten",0.5345224838248487
orange peppadew,"orange, raw",0.4999999999999999
New Mexico light chili powder,"nutritional powder mix, light (muscle milk)",0.3651483716701107
apple and onion sausage,pork and beef sausage,0.5
muffuletta style round rolls,pizza rolls,0.35355339059327373
garlic shrimp,"shrimp in garlic sauce, puerto rican style",0.5345224838248487
to oil grill,cottonseed oil,0.40824829046386296
cornichon pickles,"pickles, sweet",0.4999999999999999
Bartlett or Anjou pear,"pie, pear, individual size or tart",0.4082482904638631
meat thermometer,"knish, meat",0.4999999999999999
za'atar spice,"danish pastry, plain or spice",0.2581988897471611
Strawberry jelly,"jelly sandwich, regular jelly, nfs",0.5345224838248487
key lime curd,"lime, raw",0.40824829046386296
Iceberg lettuce leaf,"lettuce, cooked",0.40824829046386296
Smucker's® Orchard's Finest® Preserves,reese's sticks,0.40824829046386296
bratwurst sausages,bratwurst,0.7071067811865475
coconut rice,"rice, cooked with coconut milk",0.6324555320336759
from a 1-pound loaf,"cheeseburger, from fast food, 1 small patty",0.33806170189140655
sprigs Thai basil,"basil, raw",0.40824829046386296
Tuscan black cabbage,"bread, black",0.40824829046386296
peach liqueur,"cobbler, peach",0.4999999999999999
nacho cheese chips,"tortilla chips, nacho cheese flavor (doritos)",0.7071067811865476
berries,"berries, nfs",0.7071067811865475
in heavy syrup,"orange, canned, in syrup",0.5773502691896258
Halves and Pieces,"ham and cheese sandwich, with lettuce and spread",0.3651483716701107
Pullman-style bread,"bread, lard, puerto rican style",0.5163977794943222
lemon or orange juice,"lemon juice, 100%, canned or bottled",0.6123724356957946
Yukon gold baking potato,"bread, potato",0.35355339059327373
prime tri-tip roast,roast beef sandwich,0.2886751345948129
Chef Anne's Pappardelle,reese's sticks,0.2886751345948129
Latino seasoning,puerto rican seasoning with ham,0.31622776601683794
cream sherry,"cream, heavy",0.4999999999999999
cherry cordial cremes,"cobbler, cherry",0.40824829046386296
caraway and salt,"ham and cheese sandwich, with lettuce and spread",0.3651483716701107
chili-garlic sauce,garlic sauce,0.8164965809277259
from canned chipotle peppers,"lentils, from canned",0.5773502691896258
Creme de Menthe liqueur,liqueur with cream,0.2886751345948129
papaya puree,"papaya, dried",0.4999999999999999
pork liver,pork sausage,0.4999999999999999
Hershey's® baking cocoa,cereal (kellogg's cocoa krispies),0.4472135954999579
solid pack pumpkin,"pie, pumpkin",0.40824829046386296
Fresno or Holland chile,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.3441236008058426
kohlrabi bulbs,"kohlrabi, raw",0.4999999999999999
cheddar crackers,"crackers, multigrain",0.4999999999999999
stale peasant bread,"bread, potato",0.40824829046386296
sloe gin,sloe gin fizz,0.8164965809277259
yellowfin tuna steaks,tuna loaf,0.40824829046386296
Spiced 'n Baked Pita Chips,milk 'n cereal bar,0.22360679774997896
serrano chile pepper,"pepper, serrano, raw",0.6666666666666667
from about 3 medium carrots,"carrots, cooked, from restaurant",0.4472135954999579
round roast,roast beef sandwich,0.40824829046386296
domestic blue cheese,"cheese, blue or roquefort",0.5773502691896258
matcha powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
butter substitute,"butter, nfs",0.4999999999999999
deli cole slaw,broccoli slaw salad,0.33333333333333337
jarlsberg cheese,"cheese, processed cheese food",0.5773502691896258
food coloring marker,"cookie, baby food",0.33333333333333337
tin anchovies in oil,"sardines, canned in oil",0.5
multi-grain batard,"muffin, whole grain",0.33333333333333337
stale homemade or stale Italian bread,"bread, french or vienna",0.35355339059327373
Israeli arugula,"lettuce, arugula, raw",0.40824829046386296
Thai sweet chili sauce,tomato chili sauce,0.5773502691896258
spinach,"spinach, creamed",0.7071067811865475
rapid rise yeast,yeast,0.5773502691896258
Corn on the cob,sausage on biscuit,0.2886751345948129
garlic croutons,croutons,0.7071067811865475
from roasted tomato recipe,"cornbread, made from home recipe",0.4472135954999579
bamboo shoots,"bamboo shoots, cooked",0.8164965809277259
cooking rolled oats,"oats, raw",0.40824829046386296
Licorice strips,"chicken tenders or strips, nfs",0.31622776601683794
Bloody Sweet and Sour Sauce,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
pan spray,"pan dulce, no topping",0.35355339059327373
Island Creek oysters,"oysters, raw",0.40824829046386296
using turbinado sugar,"cookie, sugar wafer, sugar free",0.4364357804719848
Italian pork sausages,pork sausage,0.40824829046386296
bell red peppers,"peppers, red, cooked",0.6666666666666667
Italian Parmesan cheese,"cheese, processed cheese food",0.47140452079103173
hot chili paste,"pepper, hot chili, raw",0.5773502691896258
self-rising cake flour,"cake, fruit cake, light or dark, holiday type cake",0.3872983346207417
blackening spice,"danish pastry, plain or spice",0.31622776601683794
chicken broth powder,"chicken, chicken roll, roasted",0.47140452079103173
dumpling mix,"snack mix, plain (chex mix)",0.5345224838248487
roll-out pie crust,"pie, pear, two crust",0.5
meat,"knish, meat",0.7071067811865475
vegetable bouillon,"vegetable broth, bouillon",0.8164965809277259
English or hothouse cucumber,"cucumber, raw",0.35355339059327373
freestone peaches,"peaches, baby food, toddler",0.35355339059327373
Bamboo sandwich skewers,pastrami sandwich,0.40824829046386296
serrano chile peppers,"peppers, pickled",0.40824829046386296
raspberry juice,"fruit juice blend, 100% juice",0.5345224838248487
Valencia rice,rice pilaf,0.4999999999999999
from day-old country bread,"garlic bread, from frozen",0.4472135954999579
Juice of 2 lemons,cream of rye,0.2886751345948129
walnuts,"walnuts, honey roasted",0.5773502691896258
mint sprig,mint julep,0.4999999999999999
tapioca flour,"tortilla, flour",0.4999999999999999
Honeydew melon slices,"bitter melon, cooked",0.33333333333333337
dumpling dough,cornmeal dumpling,0.4999999999999999
eye of round beef,beef jerky,0.35355339059327373
chilli sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
forest ham,ham stroganoff,0.4999999999999999
draft apple cider,apple cider,0.8164965809277259
plum vinegar,vinegar,0.7071067811865475
from one small orange,"cheeseburger, from fast food, 1 small patty",0.3779644730092272
garlic flakes,garlic sauce,0.4999999999999999
cilantro seeds,mixed seeds,0.4999999999999999
chicken wing drumettes,"chicken wing, stewed",0.6666666666666667
all-purpose flour mix,"snack mix, plain (chex mix)",0.3779644730092272
Italian San Marzano tomatoes,"tomatoes, scalloped",0.35355339059327373
oregano leaf,"tea, hot, leaf, oolong",0.35355339059327373
loaf country style bread,"bread, lard, puerto rican style",0.4472135954999579
petit peas,wasabi peas,0.4999999999999999
banana extract,banana split,0.4999999999999999
tempura flour,"tortilla, flour",0.4999999999999999
mixed berry nectar,mixed seeds,0.40824829046386296
blueberry preserves,blueberry syrup,0.4999999999999999
regular pineapple,"applesauce, regular",0.4999999999999999
Moorea pineapple,"pineapple, frozen",0.4999999999999999
Asian basil leaves,"basil, raw",0.40824829046386296
cacao content,"kefir, ns as to fat content",0.2886751345948129
Mexican beer,beer,0.7071067811865475
Irish cream whiskey,whiskey,0.5773502691896258
Mexican-blend cheese,"cheese, mexican blend",0.6666666666666667
West Indian pumpkin,"pie, pumpkin",0.40824829046386296
gala apple,"crisp, apple, apple dessert",0.5773502691896258
imitation crab,crab salad made with imitation crab,0.7499999999999999
all natural apple sauce,"crisp, apple, apple dessert",0.4082482904638631
Amaretto liqueur,liqueur with cream,0.40824829046386296
locatelli cheese,"cheese, processed cheese food",0.5773502691896258
Ricotta mixture,"fruit mixture, dried",0.40824829046386296
cinnamon stick,"margarine, stick",0.4999999999999999
cocktail hot dogs,frankfurters or hot dogs and sauerkraut,0.47140452079103173
from about 1 large orange,"cheeseburger, from fast food, 1 large patty",0.5070925528371099
Mexi-corn,corn oil,0.4999999999999999
red onion chunks,"bread, onion",0.40824829046386296
dill pickle spear,"relish, pickle",0.40824829046386296
dry vegetable mix,"vegetable soup, made from dry mix",0.7071067811865476
Cherry tomatoes,"tomatoes, scalloped",0.4999999999999999
chiffonade Napa cabbage,"cabbage, chinese, raw",0.33333333333333337
Parchment paper,rice paper,0.4999999999999999
jumbo carrots,"carrots, raw",0.4999999999999999
Italian herbal liqueur,liqueur with cream,0.33333333333333337
bulk sausage,pickled sausage,0.4999999999999999
fenugreek leaves,"taro leaves, cooked",0.40824829046386296
bakery sandwich rolls,pastrami sandwich,0.40824829046386296
strawberries in juice,"fruit juice blend, 100% juice",0.4364357804719848
in vinegar,vinegar,0.7071067811865475
Kirby cucumber,"cucumber, raw",0.4999999999999999
cinnamon sugar,"sugar, cinnamon",0.9999999999999998
invert sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
sunflower seeds,"sunflower seeds, nfs",0.8164965809277259
cabbage and carrots,"carrots and peas, baby food, strained",0.47140452079103173
pork or pork tenderloin,"pork, tenderloin, braised",0.7071067811865476
vanilla or banana ice cream,"ice cream, vanilla",0.7745966692414834
egg white powder,"egg, white only, raw",0.5773502691896258
orange oil,cottonseed oil,0.4999999999999999
stir-fry beef strips,"asian stir fry vegetables, cooked, fat added",0.3779644730092272
Dutch cocoa powder,"cocoa powder, not reconstituted",0.5773502691896258
corkscrew pasta,flavored pasta,0.4999999999999999
crispy bread crumbs,"bread, potato",0.40824829046386296
cubanelle Italian peppers,"peppers, pickled",0.40824829046386296
herbal liqueur,liqueur with cream,0.40824829046386296
lemon meringue pie,"pie, lemon meringue",1.0000000000000002
Sprinkle of chipotle powder,nutritional powder mix (eas whey protein powder),0.3333333333333333
pizza pan,dessert pizza,0.4999999999999999
lunchmeat ham,ham stroganoff,0.4999999999999999
dark roast coffee,"coffee, macchiato",0.40824829046386296
beef shank,beef jerky,0.4999999999999999
frozen foods,"blueberries, frozen",0.4999999999999999
from a 1-inch piece ginger,"cheeseburger, from fast food, 1 small patty",0.3086066999241838
premier white morsels,"bread, white",0.40824829046386296
applesauce apples,"applesauce, flavored",0.4999999999999999
beef short ribs,"beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",0.5222329678670935
all-purpose baking flour,"tortilla, flour",0.35355339059327373
Fromager d'Affinois,fruit juice drink (sunny d),0.2581988897471611
jalapeno juice,"fruit juice blend, 100% juice",0.5345224838248487
rabbit livers,"rabbit, wild, cooked",0.40824829046386296
cotija cheese,"cheese, processed cheese food",0.5773502691896258
serrano chilis,"pepper, serrano, raw",0.40824829046386296
onion,"bread, onion",0.7071067811865475
spice mix,"snack mix, plain (chex mix)",0.5345224838248487
steak,steak teriyaki,0.7071067811865475
anise seeds,mixed seeds,0.4999999999999999
lime oil,cottonseed oil,0.4999999999999999
ranch dressing,creamy dressing,0.4999999999999999
fruit,"fruit, pickled",0.7071067811865475
chicken drumettes,"chicken, chicken roll, roasted",0.5773502691896258
mung beans,"mung beans, cooked",0.8164965809277259
baked pizza crust,"pizza, cheese, stuffed crust",0.5773502691896258
Macintosh apple,"crisp, apple, apple dessert",0.5773502691896258
ciabatta buns,yam buns; puerto rican style,0.31622776601683794
sesame seed hamburger buns,hamburger (mcdonalds),0.35355339059327373
fine fleur de sel,"salsa, pico de gallo",0.25
uniq fruits,fun fruits creme supremes,0.35355339059327373
Meyer lemon zest,"lemon, raw",0.40824829046386296
Fresno pepper,pepper steak,0.4999999999999999
Apple pie spice,"pie, apricot, fried pie",0.47140452079103173
Nonstick ooking spray,"egg, whole, fried with cooking spray",0.23570226039551587
cashew halves,cashew butter,0.4999999999999999
salmon center cut fillets,"salmon, smoked",0.35355339059327373
saku tuna,tuna loaf,0.4999999999999999
pear,pear nectar,0.7071067811865475
moist spice cake mix,"cake, fruit cake, light or dark, holiday type cake",0.3872983346207417
lamb shoulder chops,"lamb, shoulder chop, cooked, lean only eaten",0.4364357804719848
round ciabatta or foccacia squares,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.3077935056255462
panela cheese,"cheese, processed cheese food",0.5773502691896258
french fries,"potato, french fries, school",0.7071067811865475
Irish whiskey,whiskey,0.7071067811865475
chicken pieces,"chicken, chicken roll, roasted",0.5773502691896258
pork hot dogs,frankfurters or hot dogs and sauerkraut,0.47140452079103173
sherry vinegar,vinegar,0.7071067811865475
Rock salt,"salt pork, cooked",0.40824829046386296
Kellogg's® Cocoa Rice Krispies,reese's sticks,0.2581988897471611
codfish steaks,codfish ball or cake,0.35355339059327373
Keiser rolls,pizza rolls,0.4999999999999999
Hungarian Wax pepper,pepper steak,0.40824829046386296
Irish Cheddar cheese,"cheese, processed cheese food",0.47140452079103173
Mango and Avocado Salsa,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
kielbasa sausage,pickled sausage,0.4999999999999999
from about 12 eggs,"lentils, from canned",0.2886751345948129
--whole-grain tortilla chips,"tortilla chips, flavored",0.5773502691896258
clam base,"clam chowder, manhattan",0.40824829046386296
